Index,Title,Genre,Tags,Languages,Type,Hidden Gem Score,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
11686,Moomins on the Riviera,"Animation, Comedy, Family","Family Features,Movies for ages 8 to 10,Family Comedies,Family Feature Animation,Comedies,Scandinavian Movies,Movies for ages 5 to 7,Children & Family Movies",Finnish,Movie,7.7,0,"Xavier Picard, Hanna Hemilä","Leslie Stewart, Hanna Hemilä, Xavier Picard, Tove Jansson, Annina Enckell, Beata Harju","Mats Långbacka, Tracy Ann Oberman, Maria Sid, Russell Tovey",,6,77,59,,1,,12/4/2015,12/31/2015,"Handle Productions, Pictak",https://www.netflix.com/watch/80077876,https://www.imdb.com/title/tt2371399,"In this adaptation of the beloved comics, the Moomins sail for the Riviera with Snorkmaiden and Little My, but their vacation is soon disrupted.",1193,http://occ-1-2772-1007.1.nflxso.net/art/32d2e/531bc958b294d87faee9690616287d1e5d932d2e.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDg2MTExNl5BMl5BanBnXkFtZTgwMDY4NjMzMTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=KXv8YdvgZ50,YouTube
11687,Shes Funny That Way,"Comedy, Drama","Romantic Movies,Romantic Comedies,Comedies,Independent Movies,Romantic Independent Movies,Independent Comedies,Dark Comedies,US Movies",English,Movie,2.5,0,Peter Bogdanovich,"Peter Bogdanovich, Louise Stratten","Owen Wilson, Illeana Douglas, Imogen Poots, Graydon Carter",R,6.1,44,45,,1,"111,996.00",8/21/2015,12/31/2015,"Lailaps Pictures, Lagniappe Films, Threepoint Capital, Venture Forth, Holly Wiersma",https://www.netflix.com/watch/80016405,https://www.imdb.com/title/tt1767372,A successful theater director gives a hooker enough money to quit hustling. But he never expected her to end up auditioning for his new play.,24491,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS8cT_PUQgDZScUmVJTk32KCfnb-wRKmspcbbNMKEZBcOIEK3EdhqMkxWhzJYkN23EfruMOKiLv6Gr6LTXpvHngrEA.jpg?r=f29,https://images-na.ssl-images-amazon.com/images/M/MV5BODEyMjYzMjY5Ml5BMl5BanBnXkFtZTgwMjYyODQyNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=tjQqJwpYwN8,YouTube
11688,A Little Chaos,"Drama, Romance","British Dramas,Dramas,British Movies,Romantic Dramas,Independent Movies,Romantic Movies,Period Pieces,Romantic Independent Films",English,Movie,2.7,0,Alan Rickman,"Alan Rickman, Alison Deegan, Jeremy Brock","Hope Hancock, Isabella Steinbarth, Alan Rickman, Thomas Allam",R,6.5,48,51,,2,"558,173.00",6/26/2015,12/31/2015,"Potboiler Productions, The Bureau",https://www.netflix.com/watch/80017099,https://www.imdb.com/title/tt2639254,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, shes ensnared in political and romantic complications.",21037,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSBXm7zZK5QGzfge33PolCy-H3D_Gkw3YGTu_9-XAK83MIabcmsFT3P8nH7Puiwr5B8JGFcNzxqKllV1C_Fxh3-F1g.jpg?r=197,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3Mzg5ODkwM15BMl5BanBnXkFtZTgwNjc3MDMzNTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=6ihzIGDITqE,YouTube
11690,Dirty Harry,"Action, Crime, Thriller","Crime Action & Adventure,Classic Action & Adventure,Classic Movies,Action & Adventure,Action Thrillers,Police Action & Adventure,Police Movies",English,Movie,4.3,0,Don Siegel,"Rita M. Fink, Harry Julian Fink, Dean Riesner","Harry Guardino, Clint Eastwood, John Vernon, Reni Santoni",R,7.7,89,90,2,4,"35,976,000.00",12/23/1971,12/31/2015,"Malpaso Company, Warner Brothers",https://www.netflix.com/watch/445522,https://www.imdb.com/title/tt0066999,"When a madman dubbed The Scorpio Killer terrorizes San Francisco, hard-boiled cop Harry Callahan is tasked with hunting down the psychopath.",143709,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT3EUwNRTtaxbTG8IZZuoCH8oIy2wTX4muJuL2q006tuIfay0MdFZWUVAX_6mdN33jUZg75N6HuY1xVfVLzPDzVCMQ.jpg?r=1e2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDQ4Njg5MV5BMl5BanBnXkFtZTgwMTU2OTM5NDE@._V1._CR96,139,852,1256_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",https://www.youtube.com/watch?v=K6Vi1VurN9s,YouTube
11691,No Escape,"Action, Thriller","Action Thrillers,Action & Adventure","English, French, Thai, Khmer, Mandarin",Movie,2.5,0,John Erick Dowdle,"Drew Dowdle, John Erick Dowdle","Lake Bell, Sterling Jerins, Owen Wilson, Claire Geare",R,6.8,47,38,2,1,"27,288,872.00",8/26/2015,12/30/2015,"Bold Films, Living Films, Brothers Dowdle",https://www.netflix.com/watch/80016589,https://www.imdb.com/title/tt1781922,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives.",78504,http://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW-6gJrACc_RMIEaofxxrTQ_X1AXOaE8r_l_oBG6LoXKw64PWmwgh6KcdFhjaHTRuXSZRLbNv3hrVk7c3z86xqUJjA.jpg?r=ecc,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=DOjj07EuO50,YouTube
11693,American Sniper,"Action, Biography, Drama, War","Action & Adventure,Dramas based on real life,Dramas based on Books,Military & War Movies,Dramas,Military & War Action & Adventure,Military & War Dramas,Biographical Dramas,Military Dramas,Films Based on Real Life,Military Action & Adventure,Films Based on Books,US Movies","English, Arabic",Movie,3.6,3,Clint Eastwood,"Jim DeFelice, Jason Hall, Chris Kyle, Scott McEwen","Bradley Cooper, Cole Konis, Ben Reed, Kyle Gallner",R,7.3,72,72,24,43,"350,126,372.00",1/16/2015,12/29/2015,"Mad Chance, Malpaso Company, 22nd &amp; Indiana",https://www.netflix.com/watch/80013871,https://www.imdb.com/title/tt2179136,"U.S. Navy SEAL marksman Chris Kyle racks up an unprecedented number of kills in Iraq, even as his home life starts to slip away from him.",441325,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR9gTNmBeuYPTIlDQ7_8w2Rr8Rpyt8OgQbTCOkKgAyQ7j9q_wGxb0v6YYyxy8NOeRsWGwo3yqZcBFSVYKF5uBsDFtQ.jpg?r=f28,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=cRbAXWfthtA,YouTube
11694,Jupiter Ascending,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action & Adventure,Action Thrillers,Sci-Fi Thrillers,Action Sci-Fi & Fantasy,Adventures,Alien Sci-Fi,Sci-Fi Adventure,US Movies,Sci-Fi,Action Movies","English, Russian",Movie,2,3,"Lilly Wachowski, Lana Wachowski","Lilly Wachowski, Lana Wachowski","Sean Bean, Mila Kunis, Channing Tatum, Eddie Redmayne",PG-13,5.3,27,40,4,16,"47,387,723.00",2/6/2015,12/29/2015,Anarchos Productions Inc.,https://www.netflix.com/watch/70301367,https://www.imdb.com/title/tt1617661,A young impoverished woman learns shes been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,179014,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX_YV7SUYieQvIpRzv7dnFXLImsn8cGntAfhib7jlZhWOcFnCH2hLibxd4GFiFNVBg--LsPQ49Kdl-ZnjmauadtllA.jpg?r=bf4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=TLyk00gFPdQ,YouTube
11698,Big Game,"Action, Adventure","International Action & Adventure,Adventures,Action & Adventure,International Movies,Scandinavian Movies,Finnish Movies","English, Finnish",Movie,3.1,0,Jalmari Helander,"Petri Jokiranta, Jalmari Helander","Onni Tommila, Samuel L. Jackson, Ray Stevenson, Victor Garber",PG-13,5.4,78,53,1,8,"24,752.00",6/26/2015,12/26/2015,"Egoli Tossell Film, Altitude Film Entertainment, Subzero Film Entertainment",https://www.netflix.com/watch/80019071,https://www.imdb.com/title/tt2088003,"A 13-year-old Finnish boy is engaged in a survival challenge in the woods when he encounters the U.S. president, whos being pursued by kidnappers.",31263,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVr5-I_dBovtKACHnQ3dotly_l4MUpRhfVgaOoOdWr0rITUnkIAzXSDs31bmestmSZJa8CXz7UdSIalZj3TLxjahGA.jpg?r=909,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxNTc1ODA1Ml5BMl5BanBnXkFtZTgwMTQ1NDM3NDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=-30Ib-la1TA,YouTube
11699,Ashby,"Comedy, Crime, Drama, Romance","Crime Dramas,Comedies,Dramas",English,Movie,2.7,0,Tony McNamara,Tony McNamara,"Mickey Rourke, Nat Wolff, Sarah Silverman, Emma Roberts",R,6.4,52,46,,1,"4,631.00",9/25/2015,12/24/2015,Head Gear Films,https://www.netflix.com/watch/80074824,https://www.imdb.com/title/tt3774466,"When an awkward new kid is assigned to write a school report, he chooses a curmudgeonly neighbor as his subject and starts an unusual friendship.",14886,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTdCDJtRjS9R5or5Lyq5Psy0xtnuqx0PG6hEfMV4i6uqU3ZhQm-fjWTcjvb5D8jgYue7c6Rxf-pFiPXDEX5NR3DW0Q.jpg?r=ecd,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDk2NTI1Ml5BMl5BanBnXkFtZTgwNjkwNzE2NjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=J4QAQVWvFcE,YouTube
11703,Mommy,Drama,"Dramas,Art House Movies,Canadian Movies","French, English",Movie,4,3,Xavier Dolan,Xavier Dolan,"Antoine Olivier Pilon, Anne Dorval, Suzanne Clément, Patrick Huard",R,8.1,88,74,53,66,"3,494,070.00",10/8/2014,12/21/2015,Société de Développement des Entreprises Culturelles (SODEC),https://www.netflix.com/watch/80013476,https://www.imdb.com/title/tt3612616,Freewheeling widow Diane struggles to raise her emotionally disturbed teen son alone when a mysterious young neighbor steps in and offers to help.,50689,https://occ-0-999-1001.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABV7N6Gx61y4pejv7uv-yR9tCZCWW70NBJy58wMwIlESS2ghHcpdfzGxc-w3l4ZyV7Osc-pIneJVRuy6XwolZI_mzmIOu__M.jpg?r=e46,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjMwMjc3N15BMl5BanBnXkFtZTgwNDk4MjA0MzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=5O31ny_q6lQ,YouTube
11704,Trash,"Adventure, Crime, Drama, Mystery, Thriller","Dramas based on Books,Thrillers,British Movies,Crime Thrillers,Dramas,Crime Dramas","Portuguese, English",Movie,3.1,0,"Stephen Daldry, Christian Duurvoort","Andy Mulligan, Richard Curtis, Felipe Braga","José Dumont, Wagner Moura, Daniel Zettel, Rickson Tevez",R,7.2,66,50,2,10,"17,484.00",10/9/2015,12/20/2015,Working Title Films,https://www.netflix.com/watch/70307648,https://www.imdb.com/title/tt1921149,"Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",20578,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ_fcgDIPVCJX1BPePVaCzsECT7eytUdQRDS9t6Ryx-ykQ0PpAoboVO4xG1XLs_J2MHnYlq1PiGHnfL9Qe0r22RXWw.jpg?r=f36,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyNDY2Njc1NzheQTJeQWpwZ15BbWU4MDc1NzY2NjYx._V1_SX300.jpg,https://www.youtube.com/watch?v=VN08JrXZ9eM,YouTube
11710,"Lust, Caution","Drama, History, Romance, Thriller, War","Thrillers,Military Dramas,Dramas,Spy Thrillers,Movies Based on Books,Steamy Thrillers","Mandarin, Japanese, English, Shanghainese, Hindi, Cantonese",Movie,3.5,3,Ang Lee,"Hui-Ling Wang, James Schamus, Eileen Chang","Tony Chiu-Wai Leung, Tang Wei, Joan Chen, Leehom Wang",NC-17,7.5,72,61,29,55,"4,604,982.00",10/26/2007,12/17/2015,"Shanghai Film Group, Haishang Films, River Road Entertainment, Focus Features",https://www.netflix.com/watch/70059999,https://www.imdb.com/title/tt0808357,"In this drama set in World War II-era Shanghai, a young actress gets caught up in a complex plot involving love, seduction and assassination.",37558,http://art-0.nflximg.net/bba01/a3a861245656de6441ff7df38b77ecf6423bba01.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MDI5ODMyNl5BMl5BanBnXkFtZTcwMTM2MjA1MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=CizN-DvGhrc,YouTube
11711,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi","Adventures,Sci-Fi Adventure,Action & Adventure,Action Sci-Fi & Fantasy,Comic Book and Superhero Movies,Sci-Fi & Fantasy,Disney Films","English, Korean",Movie,3.6,3,Joss Whedon,"Joss Whedon, Joe Simon, Jack Kirby, Jim Starlin, Stan Lee","Robert Downey Jr., Mark Ruffalo, Chris Hemsworth, Chris Evans",PG-13,7.3,75,66,8,49,"459,005,868.00",5/1/2015,12/16/2015,Marvel Studios,https://www.netflix.com/watch/80023638,https://www.imdb.com/title/tt2395427,"Things go awry when Tony Stark revives a dormant peacekeeping program, and Earths mightiest heroes must put a halt to an archvillains evil plans.",748735,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf7y6rnEhVbMXlMPuX1rVGA-h44ysIB09E2p4xZ5OJevYbmVM1jPRCuU3T1LXmQr7Sjxb-v-NgMu4VsFoh16ErIuHQ.jpg?r=104,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_SX300.jpg,https://www.youtube.com/watch?v=MZoO8QVMxkk,YouTube
11712,Southpaw,"Action, Drama, Sport","Sports Dramas,Dramas,Sports Movies",English,Movie,3.2,3,Antoine Fuqua,Kurt Sutter,"Forest Whitaker, Oona Laurence, Rachel McAdams, Jake Gyllenhaal",R,7.4,60,57,,11,"52,421,953.00",7/24/2015,12/16/2015,"Riche Productions, Fuqua Films, Escape Artists",https://www.netflix.com/watch/80038447,https://www.imdb.com/title/tt1798684,"When tragedy strikes, former boxing star Billy The Great Hope is forced to start over. But does he still have what it takes to be a champion?",218454,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRbIhpNTsVRrPapr2UiCFGR7O_xjUorq_bZ2OxGhym24vZ8pqhHEzEYiJW84dz8shmHt7eBhwCcPCCAeRyanOFSsAg.jpg?r=2b5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=Mh2ebPxhoLs,YouTube
11713,We Are Your Friends,"Drama, Music, Romance","Dramas,Independent Films,Music & Musicals,Music",English,Movie,2.5,0,Max Joseph,"Max Joseph, Richard Silverman, Meaghan Oppenheimer","Zac Efron, Jonny Weston, Emily Ratajkowski, Wes Bentley",R,6.2,39,46,,,"3,591,417.00",8/28/2015,12/16/2015,Working Title Films,https://www.netflix.com/watch/80049952,https://www.imdb.com/title/tt3787590,An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentors girlfriend.,36209,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfaWJ9ydNx49Kg_3JhE9BqUFRiEIcFvTOpvv80FwinB3_CLe8rMnUL6OrmJzMiNNo0AgnuwSX6tryFyJ2hRjQg5KPg.jpg?r=d13,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NjIxODUxNF5BMl5BanBnXkFtZTgwMjI1MzM1NjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=gZzAeYWXFpk,YouTube
11714,Jackie and Ryan,"Drama, Family, Music, Romance","Romantic Movies,Dramas,Romantic Dramas",English,Movie,6.1,0,Ami Canaan Mann,Ami Canaan Mann,"Emily Alyn Lind, Katherine Heigl, Clea DuVall, Ben Barnes",PG-13,5.8,64,55,,1,,7/3/2015,12/15/2015,Highland Film Group,https://www.netflix.com/watch/80016424,https://www.imdb.com/title/tt3270108,"A retired recording star whos now a single mom bonds with a train-hopping busker who performs on street corners, never staying in one place for long.",3734,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaioBpJSndiwZPLAcOb6p248e2WXb0a8mJeXDAVBWPAM11I3Fi-cy6etScTvkX_m2lEtHtuqR4J3-UAJG6XCVaau-g.jpg?r=068,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NTEwNTI4NV5BMl5BanBnXkFtZTgwNDE3OTU5NTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=dCTmxBZsa4U,YouTube
11715,Sneakers,"Comedy, Crime, Drama, Mystery, Thriller","Action Comedies,Crime Action & Adventure,Action Thrillers,Action & Adventure,Spy Action & Adventure,Comedies","English, Russian, Chinese",Movie,3.6,3,Phil Alden Robinson,"Phil Alden Robinson, Lawrence Lasker, Walter F. Parkes","Gary Hershberger, Robert Redford, Sidney Poitier, Jo Marr",PG-13,7.1,79,65,,2,"51,432,691.00",9/11/1992,12/15/2015,Universal Pictures,https://www.netflix.com/watch/60031755,https://www.imdb.com/title/tt0105435,Shadowy government agents blackmail a reformed hacker and his team of security experts into stealing a code-breaking box from a Soviet-funded genius.,52618,http://art-0.nflximg.net/b2e11/e6da3a2de1458915351de891a8197196b90b2e11.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYWM2OWI0OTAtYTVlOC00YTA0LTllMTItNWM5OTIwZDJlYWFmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=rbJpx_6fYgE,YouTube
11716,Major Payne,"Adventure, Comedy, Family","Laugh-Out-Loud Comedies,Slapstick Comedies,Comedies","English, Vietnamese",Movie,2.2,0,Nick Castle,"Gary Rosen, Bob Mosher, William Roberts, Richard Alan Simmons, Dean Lorey, Damon Wayans, Joe Connelly","Bam Bam Bigelow, Michael Ironside, Joseph Blaire, Damon Wayans",PG-13,6.3,33,34,,,"29,412,050.00",3/24/1995,12/15/2015,Universal Pictures,https://www.netflix.com/watch/729725,https://www.imdb.com/title/tt0110443,"Unable to handle civilian lifes tedium, hard-nosed Marine Maj. Benson Payne takes a post as commander of some junior cadets at a private academy.",30783,http://occ-2-768-769.1.nflxso.net/art/4cb40/6c3e63692ca482aca855907c685582b95384cb40.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDczYzRhYTgtMDBiYS00ZGI2LTg1YTItNGU3ZTBkMWRhYTNhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,https://www.youtube.com/watch?v=6Vvlw7uPdn8,YouTube
11727,The Ridiculous 6,"Action, Adventure, Comedy, Western","Comedies,Westerns,Action & Adventure,Adventures,Satires",English,Movie,1.1,0,Frank Coraci,"Adam Sandler, Tim Herlihy","Adam Sandler, Terry Crews, Taylor Lautner, Jorge Garcia",TV-14,4.8,0,18,,,,12/11/2015,12/11/2015,"Happy Madison Productions, Eaves Movie Ranch",https://www.netflix.com/watch/80039517,https://www.imdb.com/title/tt2479478,"When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",44665,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfrKVqIPqW0rcwjUkketwYluLYfot9dtPlyok1OpriQ85ZEdboPBEX1U7cOnxhi5VHTrOOc3QxRZAlT-lQPyyWDyJ-WIAyvxlMsRaKGruGmCUoQJ43PL7nJ7m18.jpg?r=c97,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzMxMjUwOF5BMl5BanBnXkFtZTgwMDk1ODMxNzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=qUp7Qgimn38,YouTube
11728,The Mask of Zorro,"Action, Adventure, Comedy, Romance, Thriller, Western","Romantic Movies,Action & Adventure,Adventures,Movies Based on Books,Period Pieces,US Movies",English,Movie,3.5,3,Martin Campbell,"Ted Elliott, Johnston McCulley, John Eskow, Randall Jahnson, Terry Rossio","Diego Sieres, José María de Tavira, Emiliano Guerra, Yolanda Orizaga",PG-13,6.7,82,63,9,18,"94,095,523.00",7/17/1998,12/11/2015,"Amblin Entertainment, TriStar Pictures",https://www.netflix.com/watch/5670479,https://www.imdb.com/title/tt0120746,"An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",169446,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTZzO807KKdyVuHCMHpUR7sMOCUd1XgN6uQSQrS75g2InzlECpC5R8_MwwWyzCN3-VFJp0Vrx12whsueAwq3ThZ2mw.jpg?r=370,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI3NzI2MjY2MF5BMl5BanBnXkFtZTYwMDM5ODU5._V1_SX300.jpg,https://www.youtube.com/watch?v=s9ZaML_FeaU,YouTube
11731,Beltracchi: Die Kunst der Fälschung,"Documentary, Biography, Crime","German Movies,Documentaries,International Movies,Biographical Documentaries,Documentaries","German, English, French",Movie,7.9,0,Arne Birkenstock,Arne Birkenstock,"Henrik Hanstein, James Roundell, Wolfgang Beltracchi, Helene Beltracchi",Not Rated,7.2,80,73,2,,,3/6/2014,12/9/2015,"Senator Film Produktion GmbH [de], Tradewind Pictures, Telepool, Fruitmarket Kultur und Medien, Global Screen",https://www.netflix.com/watch/80015279,https://www.imdb.com/title/tt3212568,"Artist and master forger Wolfgang Beltracchi is profiled, with insights into his life, talent and the international art world that made him millions.",1644,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVSfc2_mSFFGFxMU7S9CHGIIXjELIwvLDifZYa8TXXj5sy292oym6Ds8YAt5225HFKqAMuaGpoHsDRl7Q54Py_HVGQ.jpg?r=cd0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTk0MjYxOV5BMl5BanBnXkFtZTgwNjEwMzk5MTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=TS6a3XochQU,YouTube
11732,One and Two,"Drama, Fantasy, Thriller","Dramas,Independent Dramas,Independent Movies,US Movies",English,Movie,6.6,0,Andrew Droz Palermo,"Andrew Droz Palermo, Neima Shahdadi","Timothée Chalamet, Grant Bowler, Kiernan Shipka, Elizabeth Reaser",Not Rated,5.2,47,47,,1,,8/14/2015,12/8/2015,,https://www.netflix.com/watch/80057505,https://www.imdb.com/title/tt3975510,"A brother and sister use teleportation to escape their troubled home life and authoritarian father, who keeps them sequestered from the world outside.",1714,http://occ-0-2218-2219.1.nflxso.net/art/282da/ddab0749a8adbbbb807b11fb1b33d022741282da.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMDc3ODQyNV5BMl5BanBnXkFtZTgwNTA3NzE3NDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=p5eKwzKkkIc,YouTube
11737,Nowhere in Africa,"Biography, Drama, History","Oscar-winning Movies,Dramas,Award-winning Dramas,German Dramas,Award-winning Movies,Dramas based on Books,Films Based on Books,German Films","German, Swahili, English",Movie,3.9,3,Caroline Link,"Caroline Link, Stefanie Zweig","Sidede Onyulo, Juliane Köhler, Merab Ninidze, Matthias Habich",R,7.5,85,72,19,6,"6,180,200.00",5/16/2003,12/6/2015,Bavaria Film,https://www.netflix.com/watch/60026143,https://www.imdb.com/title/tt0161860,A Jewish couple and their daughter emigrate from Germany to Kenya to escape the Nazis and are forced to adapt to life on an unfamiliar continent.,12546,https://occ-0-1348-1347.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbA83Dvi6vAOvxkm64hmF4YpLn-QegPPsgsVuOfN2sdtMGJCDwUnwyDjjzuHlI61aWQ468YIESdpZXYY1xV3nhoRlw.jpg?r=7c2,http://ia.media-imdb.com/images/M/MV5BMTc5MjYyMTcyM15BMl5BanBnXkFtZTcwMDU1NzAyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Hep5_o--OEE,YouTube
11742,Vice,"Action, Sci-Fi, Thriller","Action Sci-Fi & Fantasy,Action & Adventure,Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers",English,Movie,1.1,0,Brian A. Miller,"Jeremy Passmore, Andre Fabrizio","Bryan Greenberg, Bruce Willis, Ambyr Childers, Thomas Jane",R,4.2,4,17,,,,1/16/2015,12/4/2015,"Emmett/Furla Films, Oasis Films",https://www.netflix.com/watch/80027273,https://www.imdb.com/title/tt3480796,"A futuristic resort offers patrons fulfillment of their wildest fantasies, using humanlike androids, but their hedonistic dream becomes a nightmare.",15540,https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVfrf8g0lkgBbZD3pt7d898H3iRvWfq3Jn-GMbvVAgWPAcWXePTESvJwDOIjIEp8QzqxvcdP5ZHZ05yJr03SWVpNow.jpg?r=f5c,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4OTg3Mjg5OV5BMl5BanBnXkFtZTgwMzYxMTg0MzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=ETtLM0NI-Ug,YouTube
